R_angstrom,n_configs,cumulative_weight
1.8,1871,99.9999999994
1.8,1905,99.9999999995
1.8,1939,99.9999999996
1.8,1973,99.9999999997
1.8,2007,99.9999999997
1.8,2041,99.9999999998
1.8,2075,99.9999999998
1.8,2109,99.9999999999
1.8,2143,99.9999999999
1.8,2177,99.9999999999
1.8,2211,99.9999999999
1.8,2245,99.9999999999
1.8,2279,100.0000000000
1.8,2313,100.0000000000
1.8,2347,100.0000000000
1.8,2381,100.0000000000
1.8,2415,100.0000000000
1.8,2449,100.0000000000
1.8,2483,100.0000000000
1.8,2517,100.0000000000
1.8,2551,100.0000000000
1.8,2585,100.0000000000
1.8,2619,100.0000000000
1.8,2653,100.0000000000
1.8,2687,100.0000000000
1.8,2721,100.0000000000
1.8,2755,100.0000000000
1.8,2789,100.0000000000
1.8,2823,100.0000000000
1.8,2857,100.0000000000
1.8,2891,100.0000000000
1.8,2925,100.0000000000
1.8,2959,100.0000000000
1.8,2993,100.0000000000
1.8,3027,100.0000000000
1.8,3061,100.0000000000
1.8,3095,100.0000000000
1.8,3129,100.0000000000
1.8,3163,100.0000000000
1.8,3197,100.0000000000
1.8,3231,100.0000000000
1.8,3265,100.0000000000
1.8,3299,100.0000000000
1.8,3333,100.0000000000
1.8,3367,100.0000000000
1.8,3401,100.0000000000
1.8,3432,100.0000000000
1.85,1,99.2272865533
1.85,35,99.9834320320
1.85,69,99.9960319004
1.85,103,99.9986730325
1.85,137,99.9994431584
1.85,171,99.9997416712
1.85,205,99.9998719132
1.85,239,99.9999250816
1.85,273,99.9999522491
1.85,307,99.9999679035
1.85,341,99.9999777745
1.85,375,99.9999846633
1.85,409,99.9999893190
1.85,443,99.9999924687
1.85,477,99.9999946059
1.85,511,99.9999960388
1.85,545,99.9999971184
1.85,579,99.9999979288
1.85,613,99.9999985094
1.85,647,99.9999989045
1.85,681,99.9999991806
1.85,715,99.9999993796
1.85,749,99.9999995216
1.85,783,99.9999996241
1.85,817,99.9999996999
1.85,851,99.9999997597
1.85,885,99.9999998046
1.85,919,99.9999998399
1.85,953,99.9999998678
1.85,987,99.9999998907
1.85,1021,99.9999999101
1.85,1055,99.9999999260
1.85,1089,99.9999999388
1.85,1123,99.9999999493
1.85,1157,99.9999999578
1.85,1191,99.9999999652
1.85,1225,99.9999999712
1.85,1259,99.9999999762
1.85,1293,99.9999999804
1.85,1327,99.9999999840
1.85,1361,99.9999999870
1.85,1395,99.9999999894
1.85,1429,99.9999999914
1.85,1463,99.9999999931
1.85,1497,99.9999999944
1.85,1531,99.9999999954
1.85,1565,99.9999999963
1.85,1599,99.9999999970
1.85,1633,99.9999999976
1.85,1667,99.9999999981
1.85,1701,99.9999999984
1.85,1735,99.9999999987
1.85,1769,99.9999999990
1.85,1803,99.9999999992
1.85,1837,99.9999999993
1.85,1871,99.9999999995
1.85,1905,99.9999999996
1.85,1939,99.9999999996
1.85,1973,99.9999999997
1.85,2007,99.9999999998
1.85,2041,99.9999999998
1.85,2075,99.9999999998
1.85,2109,99.9999999999
1.85,2143,99.9999999999
1.85,2177,99.9999999999
1.85,2211,99.9999999999
1.85,2245,99.9999999999
1.85,2279,100.0000000000
1.85,2313,100.0000000000
1.85,2347,100.0000000000
1.85,2381,100.0000000000
1.85,2415,100.0000000000
1.85,2449,100.0000000000
1.85,2483,100.0000000000
1.85,2517,100.0000000000
1.85,2551,100.0000000000
1.85,2585,100.0000000000
1.85,2619,100.0000000000
1.85,2653,100.0000000000
1.85,2687,100.0000000000
1.85,2721,100.0000000000
1.85,2755,100.0000000000
1.85,2789,100.0000000000
1.85,2823,100.0000000000
1.85,2857,100.0000000000
1.85,2891,100.0000000000
1.85,2925,100.0000000000
1.85,2959,100.0000000000
1.85,2993,100.0000000000
1.85,3027,100.0000000000
1.85,3061,100.0000000000
1.85,3095,100.0000000000
1.85,3129,100.0000000000
1.85,3163,100.0000000000
1.85,3197,100.0000000000
1.85,3231,100.0000000000
